sample_id,ch00_imu1_pitch_mean,ch00_imu1_pitch_std,ch00_imu1_pitch_min,ch00_imu1_pitch_max,ch00_imu1_pitch_range,ch00_imu1_pitch_rms,ch01_imu1_yaw_mean,ch01_imu1_yaw_std,ch01_imu1_yaw_min,ch01_imu1_yaw_max,ch01_imu1_yaw_range,ch01_imu1_yaw_rms,ch02_imu1_roll_mean,ch02_imu1_roll_std,ch02_imu1_roll_min,ch02_imu1_roll_max,ch02_imu1_roll_range,ch02_imu1_roll_rms,ch03_imu2_pitch_mean,ch03_imu2_pitch_std,ch03_imu2_pitch_min,ch03_imu2_pitch_max,ch03_imu2_pitch_range,ch03_imu2_pitch_rms,ch04_imu2_yaw_mean,ch04_imu2_yaw_std,ch04_imu2_yaw_min,ch04_imu2_yaw_max,ch04_imu2_yaw_range,ch04_imu2_yaw_rms,ch05_imu2_roll_mean,ch05_imu2_roll_std,ch05_imu2_roll_min,ch05_imu2_roll_max,ch05_imu2_roll_range,ch05_imu2_roll_rms,ch06_glove_f1_thumb_mean,ch06_glove_f1_thumb_std,ch06_glove_f1_thumb_min,ch06_glove_f1_thumb_max,ch06_glove_f1_thumb_range,ch06_glove_f1_thumb_rms,ch07_glove_f2_index_mean,ch07_glove_f2_index_std,ch07_glove_f2_index_min,ch07_glove_f2_index_max,ch07_glove_f2_index_range,ch07_glove_f2_index_rms,ch08_glove_f3_middle_mean,ch08_glove_f3_middle_std,ch08_glove_f3_middle_min,ch08_glove_f3_middle_max,ch08_glove_f3_middle_range,ch08_glove_f3_middle_rms,ch09_glove_f4_ring_mean,ch09_glove_f4_ring_std,ch09_glove_f4_ring_min,ch09_glove_f4_ring_max,ch09_glove_f4_ring_range,ch09_glove_f4_ring_rms,ch10_glove_f5_pinky_mean,ch10_glove_f5_pinky_std,ch10_glove_f5_pinky_min,ch10_glove_f5_pinky_max,ch10_glove_f5_pinky_range,ch10_glove_f5_pinky_rms,ch11_glove_s5_pitch_mean,ch11_glove_s5_pitch_std,ch11_glove_s5_pitch_min,ch11_glove_s5_pitch_max,ch11_glove_s5_pitch_range,ch11_glove_s5_pitch_rms,movement_id,movement_name
379,-0.000000,23.681726,-34.422127,57.388173,91.810300,23.681726,-0.000000,14.288509,-32.412705,35.834095,68.246800,14.288509,0.000000,11.807809,-34.364884,21.345416,55.710300,11.807809,0.000000,9.438075,-22.007257,19.321543,41.328800,9.438075,0.000000,7.234661,-16.037483,21.045517,37.083000,7.234661,-0.000000,2.471402,-5.660839,8.947561,14.608400,2.471402,0.000000,5.199630,-21.158409,8.341591,29.500000,5.199630,0.000000,8.698219,-28.075568,11.324432,39.400000,8.698219,-0.000000,12.033014,-31.409659,11.090341,42.500000,12.033014,0.000000,9.469694,-27.240341,8.959659,36.200000,9.469694,-0.000000,10.021448,-29.336136,12.963864,42.300000,10.021448,0.000000,39.607144,-136.102278,132.170312,268.272591,39.607144,1,bobath flexion/extension
380,-0.000000,23.543772,-35.651700,56.158600,91.810300,23.543772,0.000000,14.741435,-31.974138,36.272662,68.246800,14.741435,0.000000,11.783434,-34.265925,21.444375,55.710300,11.783434,-0.000000,9.265958,-25.760131,19.611069,45.371200,9.265958,0.000000,7.386791,-15.583180,21.499820,37.083000,7.386791,-0.000000,2.411908,-5.181321,5.578379,10.759700,2.411908,-0.000000,5.383017,-18.353864,8.746136,27.100000,5.383017,0.000000,8.624807,-19.038182,12.061818,31.100000,8.624807,0.000000,12.198874,-21.691477,11.708523,33.400000,12.198874,-0.000000,9.595050,-19.410682,9.489318,28.900000,9.595050,-0.000000,9.524113,-18.692727,12.207273,30.900000,9.524113,-0.000000,39.966485,-139.716704,128.555886,268.272591,39.966485,1,bobath flexion/extension
381,-0.000000,23.045451,-35.795835,47.372265,83.168100,23.045451,-0.000000,14.769667,-31.608344,36.638456,68.246800,14.769667,0.000000,11.812794,-34.423465,21.286835,55.710300,11.812794,0.000000,9.095635,-20.924106,17.748994,38.673100,9.095635,0.000000,6.215468,-14.671799,18.148501,32.820300,6.215468,-0.000000,2.284085,-4.529235,5.255865,9.785100,2.284085,0.000000,4.826688,-16.585227,6.914773,23.500000,4.826688,-0.000000,8.302500,-18.298750,10.001250,28.300000,8.302500,0.000000,11.930871,-21.971477,11.428523,33.400000,11.930871,-0.000000,9.636270,-20.207500,9.392500,29.600000,9.636270,-0.000000,9.330973,-18.311364,10.788636,29.100000,9.330973,0.000000,38.948528,-140.408447,127.864144,268.272591,38.948528,1,bobath flexion/extension
382,-0.000000,23.840050,-26.193387,46.463413,72.656800,23.840050,0.000000,30.718318,-50.465737,55.690963,106.156700,30.718318,-0.000000,36.729978,-69.934166,58.813934,128.748100,36.729978,0.000000,13.920351,-24.738893,20.233107,44.972000,13.920351,-0.000000,3.228016,-7.156406,8.599194,15.755600,3.228016,-0.000000,7.181181,-12.985890,20.546210,33.532100,7.181181,0.000000,4.693861,-19.641364,6.958636,26.600000,4.693861,0.000000,6.378423,-19.872727,10.227273,30.100000,6.378423,0.000000,9.311979,-24.038523,13.161477,37.200000,9.311979,-0.000000,3.333368,-14.199091,5.400909,19.600000,3.333368,0.000000,5.069949,-23.920568,11.879432,35.800000,5.069949,-0.000000,88.241165,-113.378026,183.263424,296.641450,88.241165,1,bobath flexion/extension
383,-0.000000,22.613130,-25.755781,46.901019,72.656800,22.613130,-0.000000,29.402555,-52.609926,50.347474,102.957400,29.402555,0.000000,34.938797,-64.355431,56.364669,120.720100,34.938797,-0.000000,15.588320,-35.947664,22.049736,57.997400,15.588320,0.000000,2.871855,-4.862633,6.325767,11.188400,2.871855,-0.000000,8.000465,-14.924222,21.958078,36.882300,8.000465,-0.000000,4.401215,-18.047273,6.452727,24.500000,4.401215,0.000000,6.223772,-18.311250,8.488750,26.800000,6.223772,0.000000,8.777101,-21.165909,11.034091,32.200000,8.777101,0.000000,3.486721,-13.179091,5.820909,19.000000,3.486721,-0.000000,5.324110,-21.166818,9.833182,31.000000,5.324110,0.000000,88.539860,-111.207799,185.433651,296.641450,88.539860,1,bobath flexion/extension
384,0.000000,21.875044,-27.413946,38.155454,65.569400,21.875044,0.000000,26.969102,-48.433157,54.524243,102.957400,26.969102,-0.000000,31.693617,-68.113981,51.613519,119.727500,31.693617,0.000000,15.780712,-38.390435,20.101265,58.491700,15.780712,-0.000000,3.446351,-5.775946,8.230054,14.006000,3.446351,-0.000000,8.090316,-16.800616,20.081684,36.882300,8.090316,0.000000,4.287072,-17.631250,5.968750,23.600000,4.287072,0.000000,6.762284,-17.889773,9.410227,27.300000,6.762284,0.000000,8.956127,-19.784545,10.215455,30.000000,8.956127,0.000000,3.718061,-12.764318,5.735682,18.500000,3.718061,-0.000000,5.701722,-19.401591,10.198409,29.600000,5.701722,-0.000000,93.034852,-132.535731,179.596206,312.131937,93.034852,1,bobath flexion/extension
385,-0.000000,21.091861,-28.126473,41.076127,69.202600,21.091861,0.000000,27.630471,-47.956988,60.687512,108.644500,27.630471,0.000000,39.972463,-102.063040,52.450360,154.513400,39.972463,-0.000000,10.374911,-37.564934,14.929966,52.494900,10.374911,-0.000000,19.684271,-40.674852,40.021048,80.695900,19.684271,0.000000,7.681841,-11.235748,18.189652,29.425400,7.681841,0.000000,3.190836,-13.945568,6.354432,20.300000,3.190836,-0.000000,6.090157,-13.972159,12.327841,26.300000,6.090157,-0.000000,6.415519,-11.503295,11.296705,22.800000,6.415519,-0.000000,6.011471,-11.606705,11.393295,23.000000,6.011471,0.000000,7.475503,-19.132386,15.767614,34.900000,7.475503,-0.000000,63.526046,-103.361938,139.156773,242.518711,63.526046,1,bobath flexion/extension
386,-0.000000,20.709181,-27.457892,41.744708,69.202600,20.709181,0.000000,28.109658,-49.277129,59.367371,108.644500,28.109658,-0.000000,45.589398,-105.274823,57.865177,163.140000,45.589398,0.000000,11.695897,-35.583281,15.782919,51.366200,11.695897,0.000000,20.682252,-39.689354,41.006546,80.695900,20.682252,-0.000000,8.040250,-11.723011,18.564289,30.287300,8.040250,0.000000,3.183176,-13.769773,6.430227,20.200000,3.183176,0.000000,6.230582,-18.148295,13.151705,31.300000,6.230582,0.000000,6.166277,-17.030114,11.969886,29.000000,6.166277,0.000000,5.787029,-17.248750,12.151250,29.400000,5.787029,-0.000000,6.930267,-26.194432,12.605568,38.800000,6.930267,-0.000000,63.853647,-102.844483,139.760744,242.605227,63.853647,1,bobath flexion/extension
387,-0.000000,20.144407,-28.140847,41.061753,69.202600,20.144407,0.000000,28.382954,-51.832953,56.078447,107.911400,28.382954,0.000000,44.409235,-105.903281,57.236719,163.140000,44.409235,-0.000000,11.493443,-29.820552,15.743848,45.564400,11.493443,0.000000,20.762359,-43.711158,37.543042,81.254200,20.762359,0.000000,8.249885,-12.693637,17.593663,30.287300,8.249885,-0.000000,3.087790,-14.118636,6.881364,21.000000,3.087790,-0.000000,6.221568,-17.331591,14.268409,31.600000,6.221568,0.000000,6.334528,-16.618750,12.381250,29.000000,6.334528,-0.000000,6.002268,-17.153182,12.546818,29.700000,6.002268,0.000000,6.970564,-26.218182,12.981818,39.200000,6.970564,0.000000,61.912109,-100.247063,142.358165,242.605227,61.912109,1,bobath flexion/extension
388,0.000000,20.817686,-29.057840,36.603260,65.661100,20.817686,-0.000000,33.523011,-55.063317,67.731583,122.794900,33.523011,0.000000,44.288060,-102.205913,61.959487,164.165400,44.288060,0.000000,14.600661,-37.619051,20.176449,57.795500,14.600661,-0.000000,8.470463,-19.254867,22.945433,42.200300,8.470463,0.000000,4.289903,-14.174948,8.766952,22.941900,4.289903,0.000000,4.415151,-15.872159,9.227841,25.100000,4.415151,0.000000,6.730565,-19.433523,17.966477,37.400000,6.730565,-0.000000,4.322635,-14.703977,14.296023,29.000000,4.322635,0.000000,12.646175,-32.316477,23.683523,56.000000,12.646175,0.000000,9.748712,-20.016705,23.883295,43.900000,9.748712,0.000000,79.041813,-128.176314,160.815003,288.991317,79.041813,1,bobath flexion/extension
389,0.000000,21.960918,-30.233414,35.427686,65.661100,21.960918,-0.000000,35.163278,-53.655350,76.208550,129.863900,35.163278,0.000000,44.362760,-97.484906,61.566094,159.051000,44.362760,-0.000000,14.980272,-37.275294,20.520206,57.795500,14.980272,0.000000,8.494507,-20.074422,22.125878,42.200300,8.494507,-0.000000,5.226938,-14.142093,9.743507,23.885600,5.226938,0.000000,4.446422,-14.798295,9.301705,24.100000,4.446422,0.000000,5.631200,-18.345568,11.754432,30.100000,5.631200,0.000000,3.370573,-13.756023,9.343977,23.100000,3.370573,0.000000,11.435095,-30.673068,24.026932,54.700000,11.435095,-0.000000,8.383402,-18.762500,22.637500,41.400000,8.383402,0.000000,77.605081,-92.482147,155.471641,247.953788,77.605081,1,bobath flexion/extension
390,-0.000000,21.912094,-32.182621,33.478479,65.661100,21.912094,-0.000000,36.805890,-62.504120,80.377780,142.881900,36.805890,-0.000000,44.781968,-99.287781,59.763219,159.051000,44.781968,-0.000000,15.832428,-36.571692,21.223808,57.795500,15.832428,0.000000,8.461054,-19.616822,22.583478,42.200300,8.461054,0.000000,5.768372,-15.080506,13.752294,28.832800,5.768372,0.000000,4.575072,-16.189773,8.410227,24.600000,4.575072,0.000000,5.330101,-17.411023,10.688977,28.100000,5.330101,0.000000,3.449612,-13.704545,8.995455,22.700000,3.449612,0.000000,9.521474,-30.081818,21.218182,51.300000,9.521474,-0.000000,8.350709,-17.681591,21.618409,39.300000,8.350709,-0.000000,81.978310,-99.206532,153.438635,252.645167,81.978310,1,bobath flexion/extension
391,-0.000000,30.630561,-34.979204,56.969396,91.948600,30.630561,-0.000000,33.206662,-44.065099,68.955401,113.020500,33.206662,0.000000,51.643154,-100.181284,72.372916,172.554200,51.643154,-0.000000,19.398195,-52.687088,28.702212,81.389300,19.398195,-0.000000,17.284414,-53.506915,47.229685,100.736600,17.284414,0.000000,10.133987,-47.395599,11.254701,58.650300,10.133987,-0.000000,5.193049,-16.209659,6.790341,23.000000,5.193049,0.000000,8.883554,-17.097273,12.002727,29.100000,8.883554,0.000000,10.927629,-20.112500,12.887500,33.000000,10.927629,-0.000000,4.165919,-10.851932,6.548068,17.400000,4.165919,0.000000,2.604172,-14.553977,5.646023,20.200000,2.604172,-0.000000,79.423401,-104.178635,152.503019,256.681654,79.423401,1,bobath flexion/extension
392,-0.000000,29.707206,-30.333361,59.003239,89.336600,29.707206,-0.000000,34.424860,-46.421867,66.598633,113.020500,34.424860,-0.000000,51.163339,-96.391398,76.162802,172.554200,51.163339,0.000000,21.267785,-50.699807,30.689493,81.389300,21.267785,0.000000,20.242329,-55.447148,46.601152,102.048300,20.242329,0.000000,10.719237,-47.442463,14.996037,62.438500,10.719237,0.000000,5.448110,-22.318636,6.181364,28.500000,5.448110,-0.000000,9.125988,-26.520114,10.779886,37.300000,9.125988,-0.000000,11.211132,-32.786932,11.213068,44.000000,11.211132,0.000000,4.126213,-16.230795,6.269205,22.500000,4.126213,0.000000,3.024415,-17.305227,6.394773,23.700000,3.024415,0.000000,80.327528,-107.046657,153.535121,260.581778,80.327528,1,bobath flexion/extension
393,-0.000000,28.774131,-28.492826,60.843774,89.336600,28.774131,-0.000000,35.703296,-47.815769,65.204731,113.020500,35.703296,0.000000,52.187285,-93.730232,78.823968,172.554200,52.187285,-0.000000,20.633815,-47.504920,32.897380,80.402300,20.633815,-0.000000,17.818852,-33.121598,43.825002,76.946600,17.818852,-0.000000,5.176500,-18.420492,11.834908,30.255400,5.176500,0.000000,5.175162,-19.498750,5.501250,25.000000,5.175162,-0.000000,8.750633,-24.318295,10.281705,34.600000,8.750633,-0.000000,10.757704,-29.464886,10.635114,40.100000,10.757704,0.000000,3.905065,-14.130114,5.069886,19.200000,3.905065,0.000000,2.671452,-13.796477,6.303523,20.100000,2.671452,-0.000000,84.263917,-114.449845,146.131933,260.581778,84.263917,1,bobath flexion/extension
394,-0.000000,25.121862,-31.208446,39.834454,71.042900,25.121862,0.000000,35.989560,-49.134173,65.734027,114.868200,35.989560,-0.000000,35.845499,-65.629146,43.397754,109.026900,35.845499,0.000000,20.523103,-38.671939,27.487761,66.159700,20.523103,-0.000000,7.070993,-27.679851,17.078949,44.758800,7.070993,0.000000,4.400793,-16.629411,7.191889,23.821300,4.400793,-0.000000,17.551784,-35.852273,15.847727,51.700000,17.551784,0.000000,19.219129,-35.703636,23.296364,59.000000,19.219129,-0.000000,21.562143,-39.993182,24.206818,64.200000,21.562143,-0.000000,8.778158,-18.809091,4.190909,23.000000,8.778158,0.000000,12.979765,-27.074659,13.925341,41.000000,12.979765,-0.000000,82.674343,-122.853979,163.438707,286.292686,82.674343,1,bobath flexion/extension
395,-0.000000,25.382711,-33.890793,36.543608,70.434400,25.382711,0.000000,36.658676,-46.676713,68.191487,114.868200,36.658676,-0.000000,35.383035,-69.147062,39.879838,109.026900,35.383035,-0.000000,21.141017,-40.507486,26.258614,66.766100,21.141017,-0.000000,5.635527,-12.891767,16.082433,28.974200,5.635527,0.000000,5.239345,-17.405027,7.823773,25.228800,5.239345,0.000000,16.566584,-36.318523,15.381477,51.700000,16.566584,0.000000,18.158221,-35.322159,23.677841,59.000000,18.158221,-0.000000,20.256696,-39.517159,24.682841,64.200000,20.256696,0.000000,8.290441,-19.357955,3.642045,23.000000,8.290441,-0.000000,12.277714,-27.767045,13.232955,41.000000,12.277714,-0.000000,87.604414,-134.346007,151.946679,286.292686,87.604414,1,bobath flexion/extension
396,0.000000,24.588145,-30.740164,39.191036,69.931200,24.588145,0.000000,37.089068,-51.535038,66.140862,117.675900,37.089068,-0.000000,35.715038,-64.640492,42.318508,106.959000,35.715038,0.000000,21.754251,-37.368379,29.397721,66.766100,21.754251,-0.000000,5.294614,-8.271086,16.330314,24.601400,5.294614,0.000000,5.301286,-17.156664,8.072136,25.228800,5.301286,-0.000000,17.653551,-36.102159,15.597841,51.700000,17.653551,-0.000000,19.411537,-35.725000,23.275000,59.000000,19.411537,0.000000,21.629301,-39.865795,24.334205,64.200000,21.629301,-0.000000,8.753687,-18.829545,4.170455,23.000000,8.753687,0.000000,12.534091,-26.227273,14.772727,41.000000,12.534091,0.000000,84.647089,-124.727388,161.565299,286.292686,84.647089,1,bobath flexion/extension
397,-0.000000,28.632738,-43.788329,48.235471,92.023800,28.632738,-0.000000,21.960313,-41.161131,51.264169,92.425300,21.960313,0.000000,25.995179,-54.807281,53.913719,108.721000,25.995179,-0.000000,26.671296,-46.211800,30.656600,76.868400,26.671296,-0.000000,23.959189,-52.636846,44.337454,96.974300,23.959189,0.000000,15.202396,-40.366939,26.013161,66.380100,15.202396,0.000000,22.547103,-31.945455,22.454545,54.400000,22.547103,-0.000000,22.739784,-30.920455,26.079545,57.000000,22.739784,0.000000,26.544469,-36.264773,29.135227,65.400000,26.544469,0.000000,10.371330,-15.164773,7.735227,22.900000,10.371330,-0.000000,15.738331,-22.537500,26.162500,48.700000,15.738331,-0.000000,62.985818,-121.703259,164.508640,286.211899,62.985818,1,bobath flexion/extension
398,0.000000,28.398149,-43.828927,48.064273,91.893200,28.398149,-0.000000,22.772776,-42.456174,49.969126,92.425300,22.772776,-0.000000,25.387472,-54.811282,53.636618,108.447900,25.387472,-0.000000,25.852526,-47.472961,27.082639,74.555600,25.852526,-0.000000,24.186854,-52.690745,44.283555,96.974300,24.186854,-0.000000,15.156550,-40.230640,26.149460,66.380100,15.156550,0.000000,21.793696,-32.486364,21.913636,54.400000,21.793696,-0.000000,21.887029,-31.044318,25.955682,57.000000,21.887029,-0.000000,25.618155,-36.515795,28.884205,65.400000,25.618155,0.000000,10.153628,-15.661364,7.238636,22.900000,10.153628,-0.000000,15.528311,-23.409091,25.290909,48.700000,15.528311,0.000000,64.291234,-123.966397,162.245502,286.211899,64.291234,1,bobath flexion/extension
399,-0.000000,28.016725,-41.608300,48.243200,89.851500,28.016725,-0.000000,22.860938,-45.666553,47.293048,92.959600,22.860938,0.000000,24.884509,-52.545996,55.901904,108.447900,24.884509,-0.000000,25.813316,-44.243666,30.311934,74.555600,25.813316,-0.000000,22.255903,-57.088083,39.886217,96.974300,22.255903,-0.000000,13.434229,-42.814089,23.566011,66.380100,13.434229,-0.000000,22.403550,-31.696705,22.703295,54.400000,22.403550,-0.000000,22.556880,-30.453977,26.546023,57.000000,22.556880,-0.000000,26.360020,-35.748409,29.651591,65.400000,26.360020,0.000000,10.352179,-15.177045,7.622955,22.800000,10.352179,-0.000000,15.437158,-22.360227,22.439773,44.800000,15.437158,-0.000000,61.530859,-123.485242,162.726657,286.211899,61.530859,1,bobath flexion/extension
400,-0.000000,20.702292,-43.394353,26.973247,70.367600,20.702292,-0.000000,16.999100,-21.418303,55.884997,77.303300,16.999100,0.000000,31.266417,-95.991689,25.091111,121.082800,31.266417,-0.000000,30.206387,-34.975431,37.466669,72.442100,30.206387,-0.000000,6.565261,-20.094952,18.552248,38.647200,6.565261,0.000000,2.889310,-11.801494,5.033006,16.834500,2.889310,0.000000,19.880924,-18.327841,27.672159,46.000000,19.880924,0.000000,19.369715,-17.829545,31.770455,49.600000,19.369715,-0.000000,23.853665,-21.838636,37.961364,59.800000,23.853665,0.000000,12.633486,-11.580682,19.719318,31.300000,12.633486,-0.000000,27.476239,-25.289659,37.410341,62.700000,27.476239,0.000000,41.129589,-77.982835,102.468504,180.451339,41.129589,1,bobath flexion/extension
401,0.000000,21.836860,-42.673625,30.789075,73.462700,21.836860,0.000000,18.140372,-23.239781,54.063519,77.303300,18.140372,0.000000,33.671133,-92.628390,42.731310,135.359700,33.671133,0.000000,29.265321,-35.346861,37.095239,72.442100,29.265321,0.000000,6.707277,-20.301963,18.345237,38.647200,6.707277,0.000000,2.925554,-11.789698,5.044802,16.834500,2.925554,0.000000,19.785752,-19.053409,26.946591,46.000000,19.785752,-0.000000,19.868415,-19.063636,30.536364,49.600000,19.868415,0.000000,24.300420,-23.226705,36.573295,59.800000,24.300420,-0.000000,12.751451,-12.219432,19.080568,31.300000,12.751451,-0.000000,27.527094,-26.475341,36.224659,62.700000,27.527094,-0.000000,42.749500,-82.472584,101.690949,184.163532,42.749500,1,bobath flexion/extension
402,-0.000000,20.718105,-45.998528,28.980172,74.978700,20.718105,0.000000,14.994493,-20.714330,54.218770,74.933100,14.994493,-0.000000,32.932587,-97.014583,39.089517,136.104100,32.932587,0.000000,30.382245,-35.453611,36.988489,72.442100,30.382245,-0.000000,5.717589,-19.282999,19.364201,38.647200,5.717589,0.000000,3.182518,-11.929931,6.934469,18.864400,3.182518,0.000000,19.271513,-17.716591,26.783409,44.500000,19.271513,0.000000,19.866291,-18.222727,31.377273,49.600000,19.866291,0.000000,24.126474,-22.036364,37.763636,59.800000,24.126474,0.000000,12.721260,-11.655682,19.644318,31.300000,12.721260,-0.000000,27.162104,-24.951818,37.748182,62.700000,27.162104,0.000000,44.469591,-85.184970,101.735635,186.920605,44.469591,1,bobath flexion/extension
403,0.000000,30.978943,-35.644579,58.416921,94.061500,30.978943,-0.000000,32.230245,-62.911809,49.706591,112.618400,32.230245,-0.000000,46.895726,-68.482091,85.548209,154.030300,46.895726,-0.000000,11.392282,-37.090237,23.849163,60.939400,11.392282,-0.000000,20.220760,-32.350268,57.291432,89.641700,20.220760,0.000000,14.045766,-21.734947,33.873553,55.608500,14.045766,0.000000,1.693427,-12.652841,5.147159,17.800000,1.693427,-0.000000,7.146190,-20.817386,7.982614,28.800000,7.146190,-0.000000,5.719445,-20.205114,6.394886,26.600000,5.719445,0.000000,4.851494,-18.344886,6.955114,25.300000,4.851494,0.000000,4.114982,-15.139886,8.560114,23.700000,4.114982,0.000000,83.039778,-104.539185,155.414058,259.953243,83.039778,1,bobath flexion/extension
404,0.000000,30.310884,-32.431175,61.630325,94.061500,30.310884,-0.000000,32.160885,-57.247243,50.404457,107.651700,32.160885,0.000000,47.427150,-74.539393,79.490907,154.030300,47.427150,0.000000,11.124257,-24.355120,26.111880,50.467000,11.124257,-0.000000,21.072909,-30.984942,58.656758,89.641700,21.072909,0.000000,13.803581,-22.096903,33.511597,55.608500,13.803581,0.000000,1.447794,-10.088523,3.911477,14.000000,1.447794,-0.000000,6.947442,-13.650227,7.849773,21.500000,6.947442,-0.000000,5.542881,-13.896591,6.203409,20.100000,5.542881,0.000000,4.639027,-12.660341,6.839659,19.500000,4.639027,-0.000000,3.986039,-10.107955,8.592045,18.700000,3.986039,-0.000000,81.361385,-97.844177,153.237388,251.081565,81.361385,1,bobath flexion/extension
405,0.000000,30.662180,-33.406121,60.655379,94.061500,30.662180,-0.000000,32.798844,-58.331102,49.320598,107.651700,32.798844,0.000000,47.719864,-73.833355,80.196945,154.030300,47.719864,-0.000000,10.961863,-28.311597,26.628803,54.940400,10.961863,0.000000,21.100888,-31.260269,58.381431,89.641700,21.100888,0.000000,13.990392,-21.786291,33.822209,55.608500,13.990392,0.000000,1.481262,-12.513068,3.286932,15.800000,1.481262,0.000000,6.948028,-14.882045,7.917955,22.800000,6.948028,0.000000,5.582105,-15.420341,6.179659,21.600000,5.582105,0.000000,4.687504,-14.577955,6.822045,21.400000,4.687504,-0.000000,4.024793,-13.585568,8.614432,22.200000,4.024793,0.000000,79.963385,-95.778778,155.302787,251.081565,79.963385,1,bobath flexion/extension
406,0.000000,31.175474,-32.236399,65.151701,97.388100,31.175474,0.000000,33.027403,-57.089821,50.561879,107.651700,33.027403,-0.000000,47.388896,-74.856615,79.173685,154.030300,47.388896,-0.000000,11.006343,-24.049545,28.020855,52.070400,11.006343,-0.000000,20.559624,-30.985657,58.656043,89.641700,20.559624,-0.000000,12.740963,-21.357965,31.805635,53.163600,12.740963,-0.000000,1.463126,-12.461250,3.338750,15.800000,1.463126,-0.000000,6.692112,-12.264886,8.435114,20.700000,6.692112,-0.000000,5.540933,-15.317386,6.282614,21.600000,5.540933,-0.000000,4.680307,-15.188068,6.911932,22.100000,4.680307,0.000000,3.993245,-12.979659,8.820341,21.800000,3.993245,-0.000000,81.161882,-98.056017,153.025548,251.081565,81.161882,1,bobath flexion/extension
407,-0.000000,31.967968,-31.434194,76.124806,107.559000,31.967968,-0.000000,33.144578,-62.493373,46.178227,108.671600,33.144578,-0.000000,46.347214,-68.015494,76.990506,145.006000,46.347214,0.000000,11.082732,-36.073801,28.612199,64.686000,11.082732,-0.000000,19.801736,-29.743134,59.898566,89.641700,19.801736,0.000000,11.857427,-21.044665,31.168735,52.213400,11.857427,-0.000000,1.418293,-10.864773,3.335227,14.200000,1.418293,0.000000,6.718672,-19.483182,8.416818,27.900000,6.718672,-0.000000,5.534264,-18.073182,6.226818,24.300000,5.534264,-0.000000,4.655251,-16.149773,6.850227,23.000000,4.655251,0.000000,4.179424,-14.965909,8.934091,23.900000,4.179424,0.000000,80.415352,-97.359157,153.722408,251.081565,80.415352,1,bobath flexion/extension
408,-0.000000,31.796202,-31.545631,76.013369,107.559000,31.796202,-0.000000,34.836273,-67.764052,49.509748,117.273800,34.836273,-0.000000,47.270841,-76.377742,76.259158,152.636900,47.270841,0.000000,11.211063,-26.009856,29.628744,55.638600,11.211063,0.000000,19.730286,-30.114590,59.527110,89.641700,19.730286,-0.000000,11.499005,-20.758331,30.812769,51.571100,11.499005,-0.000000,1.411650,-12.308523,3.491477,15.800000,1.411650,0.000000,6.601941,-13.392045,8.907955,22.300000,6.601941,0.000000,5.596758,-15.202273,6.397727,21.600000,5.596758,0.000000,4.747833,-14.723182,6.976818,21.700000,4.747833,0.000000,4.214422,-13.235341,9.164659,22.400000,4.214422,0.000000,77.714616,-80.000375,157.990823,237.991198,77.714616,1,bobath flexion/extension
409,0.000000,39.316519,-54.988203,70.536197,125.524400,39.316519,0.000000,19.869499,-58.756682,32.977718,91.734400,19.869499,0.000000,44.084286,-78.199551,105.746049,183.945600,44.084286,-0.000000,8.108647,-13.123594,20.107206,33.230800,8.108647,0.000000,21.148718,-35.041349,43.941651,78.983000,21.148718,-0.000000,5.412687,-11.096531,11.137169,22.233700,5.412687,0.000000,1.942152,-23.073864,3.026136,26.100000,1.942152,0.000000,8.171199,-33.920795,8.079205,42.000000,8.171199,-0.000000,6.582195,-32.433295,7.766705,40.200000,6.582195,0.000000,6.474346,-33.759886,8.240114,42.000000,6.474346,0.000000,3.118695,-22.989773,5.010227,28.000000,3.118695,0.000000,85.505998,-110.093097,142.171052,252.264150,85.505998,1,bobath flexion/extension
410,0.000000,39.170291,-54.505820,71.018580,125.524400,39.170291,0.000000,20.125353,-58.997303,32.737097,91.734400,20.125353,0.000000,45.065104,-81.617492,102.328108,183.945600,45.065104,0.000000,8.670081,-27.750474,20.350326,48.100800,8.670081,0.000000,20.512108,-37.576430,41.406570,78.983000,20.512108,-0.000000,5.303816,-11.582756,10.650944,22.233700,5.303816,0.000000,8.568361,-19.519318,6.580682,26.100000,8.568361,0.000000,14.486075,-29.021591,12.978409,42.000000,14.486075,-0.000000,13.283181,-27.650000,12.550000,40.200000,13.283181,0.000000,13.686388,-28.759545,13.240455,42.000000,13.686388,0.000000,8.808984,-19.464773,8.535227,28.000000,8.808984,0.000000,76.599636,-103.241302,149.022848,252.264150,76.599636,1,bobath flexion/extension
